É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/05/31 13:19:27

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2020/7/8,25.6,8,1,21.8,8,1,87,8,1
2020/7/9,27.8,8,1,23.4,8,1,66,8,1
2020/7/10,29.3,8,1,23.1,8,1,64,8,1
2020/7/11,24.0,8,1,20.8,8,1,80,8,1
2020/7/12,25.5,8,1,21.0,8,1,77,8,1
2020/7/13,22.9,8,1,20.0,8,1,82,8,1
2020/7/14,25.8,8,1,20.6,8,1,73,8,1
2020/7/15,25.1,8,1,20.6,8,1,70,8,1
2020/7/16,24.1,8,1,20.0,8,1,74,8,1
2020/7/17,25.5,8,1,20.6,8,1,72,8,1
2020/7/18,28.2,8,1,21.4,8,1,71,8,1
2020/7/19,28.1,8,1,22.3,8,1,77,8,1
2020/7/20,28.9,8,1,23.9,8,1,76,8,1
2020/7/21,25.7,8,1,21.6,8,1,83,8,1
2020/7/22,26.7,8,1,22.7,8,1,83,8,1
2020/7/23,23.6,8,1,20.8,8,1,87,8,1
2020/7/24,23.7,8,1,20.6,8,1,80,8,1
2020/7/25,26.1,8,1,21.3,8,1,77,8,1
2020/7/26,26.2,8,1,21.7,8,1,72,8,1
2020/7/27,20.6,8,1,19.2,8,1,82,8,1
2020/7/28,26.2,8,1,21.3,8,1,71,8,1
2020/7/29,26.2,8,1,21.6,8,1,73,8,1
2020/7/30,26.8,8,1,22.1,8,1,71,8,1
2020/7/31,29.0,8,1,22.6,8,1,76,8,1
2020/8/1,31.3,8,1,24.4,8,1,72,8,1
2020/8/2,28.8,8,1,24.3,8,1,72,8,1
2020/8/3,26.9,8,1,23.2,8,1,79,8,1
2020/8/4,28.7,8,1,25.5,8,1,81,8,1
2020/8/5,30.2,8,1,26.2,8,1,80,8,1
2020/8/6,27.3,8,1,24.6,8,1,83,8,1
2020/8/7,27.2,8,1,22.7,8,1,76,8,1
2020/8/8,23.9,8,1,20.2,8,1,75,8,1
2020/8/9,26.2,8,1,22.5,8,1,77,8,1
2020/8/10,24.8,8,1,23.1,8,1,84,8,1
2020/8/11,31.2,8,1,26.9,8,1,74,8,1
2020/8/12,32.7,8,1,27.1,8,1,73,8,1
2020/8/13,28.6,8,1,24.2,8,1,70,8,1
2020/8/14,23.9,8,1,20.2,8,1,83,8,1
2020/8/15,28.7,8,1,23.1,8,1,80,8,1
2020/8/16,26.8,8,1,23.2,8,1,83,8,1
2020/8/17,29.7,8,1,23.7,8,1,80,8,1
2020/8/18,29.6,8,1,24.0,8,1,71,8,1
2020/8/19,34.3,8,1,27.4,8,1,68,8,1
2020/8/20,26.6,8,1,21.9,8,1,79,8,1
2020/8/21,23.6,8,1,19.9,8,1,69,8,1
2020/8/22,27.1,8,1,20.4,8,1,62,8,1
2020/8/23,27.3,8,1,20.9,8,1,71,8,1
2020/8/24,29.5,8,1,23.1,8,1,67,8,1
2020/8/25,28.0,8,1,23.7,8,1,77,8,1
2020/8/26,31.5,8,1,26.3,8,1,73,8,1
2020/8/27,32.6,8,1,26.3,8,1,77,8,1
2020/8/28,33.1,8,1,27.3,8,1,71,8,1
2020/8/29,28.0,8,1,22.8,8,1,86,8,1
2020/8/30,20.3,8,1,16.1,8,1,93,8,1
2020/8/31,21.7,8,1,17.4,8,1,77,8,1
2020/9/1,23.7,8,1,19.7,8,1,70,8,1
2020/9/2,25.0,8,1,21.8,8,1,79,8,1
2020/9/3,26.7,8,1,23.3,8,1,82,8,1
2020/9/4,30.3,8,1,25.5,8,1,79,8,1
2020/9/5,29.4,8,1,25.0,8,1,82,8,1
2020/9/6,28.4,8,1,24.4,8,1,74,8,1
2020/9/7,29.8,8,1,25.7,8,1,79,8,1
2020/9/8,32.7,8,1,27.5,8,1,71,8,1
2020/9/9,31.5,8,1,26.6,8,1,65,8,1
2020/9/10,24.7,8,1,22.7,8,1,87,8,1
2020/9/11,24.3,8,1,21.3,8,1,81,8,1
2020/9/12,19.3,8,1,17.4,8,1,80,8,1
2020/9/13,17.2,8,1,15.2,8,1,87,8,1
2020/9/14,19.9,8,1,16.6,8,1,79,8,1
2020/9/15,22.6,8,1,18.5,8,1,83,8,1
2020/9/16,25.8,8,1,20.9,8,1,84,8,1
2020/9/17,24.9,8,1,21.8,8,1,83,8,1
2020/9/18,22.6,8,1,20.1,8,1,89,8,1
2020/9/19,24.2,8,1,20.2,8,1,61,8,1
2020/9/20,24.4,8,1,18.8,8,1,70,8,1
2020/9/21,22.7,8,1,18.1,8,1,73,8,1
2020/9/22,23.2,8,1,18.0,8,1,75,8,1
2020/9/23,22.9,8,1,18.4,8,1,75,8,1
2020/9/24,22.7,8,1,17.9,8,1,72,8,1
2020/9/25,17.7,8,1,15.5,8,1,68,8,1
2020/9/26,20.0,8,1,16.0,8,1,69,8,1
2020/9/27,19.4,8,1,16.2,8,1,67,8,1
2020/9/28,19.6,8,1,15.2,8,1,68,8,1
2020/9/29,22.9,8,1,16.8,8,1,72,8,1
2020/9/30,22.8,8,1,17.4,8,1,74,8,1
2021/5/1,9.7,8,1,7.2,8,1,77,8,1
2021/5/2,9.3,8,1,6.1,8,1,77,8,1
2021/5/3,9.3,8,1,5.6,8,1,82,8,1
2021/5/4,12.3,8,1,8.5,8,1,71,8,1
2021/5/5,14.8,8,1,11.9,8,1,70,8,1
2021/5/6,23.1,8,1,15.8,8,1,44,8,1
2021/5/7,23.3,8,1,16.2,8,1,42,8,1
2021/5/8,21.1,8,1,16.0,8,1,51,8,1
2021/5/9,17.8,8,1,12.9,8,1,59,8,1
2021/5/10,13.5,8,1,9.0,8,1,78,8,1
2021/5/11,10.9,8,1,8.1,8,1,80,8,1
2021/5/12,17.8,8,1,10.4,8,1,69,8,1
2021/5/13,16.5,8,1,13.3,8,1,70,8,1
2021/5/14,20.3,8,1,13.8,8,1,71,8,1
2021/5/15,23.2,8,1,15.8,8,1,50,8,1
2021/5/16,14.8,8,1,13.6,8,1,85,8,1
2021/5/17,19.3,8,1,15.0,8,1,82,8,1
2021/5/18,23.3,8,1,16.4,8,1,63,8,1
2021/5/19,21.6,8,1,16.5,8,1,70,8,1
2021/5/20,24.3,8,1,18.0,8,1,73,8,1
2021/5/21,18.9,8,1,16.3,8,1,76,8,1
2021/5/22,20.2,8,1,17.2,8,1,73,8,1
2021/5/23,19.3,8,1,15.1,8,1,88,8,1
2021/5/24,15.8,8,1,13.7,8,1,91,8,1
2021/5/25,19.7,8,1,14.8,8,1,78,8,1
2021/5/26,22.0,8,1,16.1,8,1,47,8,1
2021/5/27,16.5,8,1,14.3,8,1,66,8,1
2021/5/28,15.4,8,1,13.0,8,1,87,8,1
2021/5/29,16.4,8,1,12.8,8,1,85,8,1
2021/5/30,16.7,8,1,13.0,8,1,79,8,1
2021/5/31,14.0,8,1,10.4,8,1,71,8,1
2021/6/1,18.7,8,1,13.0,8,1,65,8,1
2021/6/2,23.0,8,1,16.0,8,1,64,8,1
2021/6/3,26.1,8,1,19.3,8,1,61,8,1
2021/6/4,19.5,8,1,16.9,8,1,84,8,1
2021/6/5,25.7,8,1,18.9,8,1,60,8,1
2021/6/6,26.4,8,1,20.2,8,1,62,8,1
2021/6/7,22.5,8,1,18.2,8,1,68,8,1
2021/6/8,23.7,8,1,17.1,8,1,74,8,1
2021/6/9,23.1,8,1,17.0,8,1,76,8,1
2021/6/10,29.5,8,1,21.2,8,1,59,8,1
2021/6/11,30.6,8,1,24.3,8,1,51,8,1
2021/6/12,24.4,8,1,20.7,8,1,71,8,1
2021/6/13,28.2,8,1,21.5,8,1,70,8,1
2021/6/14,21.4,8,1,17.1,8,1,84,8,1
2021/6/15,20.7,8,1,16.8,8,1,83,8,1
2021/6/16,26.7,8,1,19.1,8,1,78,8,1
2021/6/17,25.1,8,1,18.6,8,1,75,8,1
2021/6/18,22.0,8,1,17.4,8,1,78,8,1
2021/6/19,19.4,8,1,15.9,8,1,77,8,1
2021/6/20,21.4,8,1,16.8,8,1,81,8,1
2021/6/21,21.9,8,1,17.3,8,1,80,8,1
2021/6/22,26.7,8,1,19.8,8,1,60,8,1
2021/6/23,26.6,8,1,19.7,8,1,60,8,1
2021/6/24,21.5,8,1,18.7,8,1,77,8,1
2021/6/25,24.9,8,1,20.1,8,1,74,8,1
2021/6/26,28.6,8,1,21.4,8,1,66,8,1
2021/6/27,28.4,8,1,21.1,8,1,74,8,1
2021/6/28,23.6,8,1,19.8,8,1,81,8,1
2021/6/29,25.7,8,1,20.8,8,1,75,8,1
2021/6/30,27.3,8,1,21.6,8,1,72,8,1
2021/7/1,23.4,8,1,20.3,8,1,77,8,1
2021/7/2,24.7,8,1,20.9,8,1,74,8,1
2021/7/3,26.4,8,1,20.5,8,1,74,8,1
2021/7/4,26.4,8,1,20.6,8,1,65,8,1
2021/7/5,21.5,8,1,19.1,8,1,85,8,1
2021/7/6,23.0,8,1,20.3,8,1,88,8,1
2021/7/7,21.5,8,1,19.4,8,1,91,8,1
2021/7/8,25.7,8,1,21.4,8,1,78,8,1
2021/7/9,25.0,8,1,20.7,8,1,71,8,1
2021/7/10,24.4,8,1,20.0,8,1,75,8,1
2021/7/11,26.2,8,1,21.8,8,1,75,8,1
2021/7/12,27.4,8,1,23.4,8,1,77,8,1
2021/7/13,29.3,8,1,24.0,8,1,72,8,1
2021/7/14,29.7,8,1,22.8,8,1,70,8,1
2021/7/15,29.9,8,1,23.4,8,1,73,8,1
2021/7/16,32.3,8,1,25.1,8,1,71,8,1
2021/7/17,32.4,8,1,26.3,8,1,69,8,1
2021/7/18,34.3,8,1,27.3,8,1,66,8,1
2021/7/19,35.0,8,1,27.8,8,1,65,8,1
2021/7/20,29.9,8,1,25.6,8,1,80,8,1
2021/7/21,31.2,8,1,25.5,8,1,78,8,1
2021/7/22,30.6,8,1,25.1,8,1,75,8,1
2021/7/23,30.3,8,1,25.7,8,1,72,8,1
2021/7/24,32.1,8,1,26.9,8,1,71,8,1
2021/7/25,32.5,8,1,27.0,8,1,68,8,1
2021/7/26,31.4,8,1,26.1,8,1,61,8,1
2021/7/27,31.8,8,1,25.8,8,1,70,8,1
2021/7/28,35.1,8,1,27.9,8,1,66,8,1
2021/7/29,30.2,8,1,25.8,8,1,81,8,1
2021/7/30,31.0,8,1,26.5,8,1,74,8,1
2021/7/31,34.7,8,1,27.5,8,1,70,8,1
2021/8/1,32.6,8,1,28.6,8,1,69,8,1
2021/8/2,31.3,8,1,26.9,8,1,75,8,1
2021/8/3,34.4,8,1,27.9,8,1,73,8,1
2021/8/4,33.1,8,1,26.9,8,1,82,8,1
2021/8/5,33.4,8,1,28.2,8,1,75,8,1
2021/8/6,35.0,8,1,29.2,8,1,71,8,1
2021/8/7,31.9,8,1,28.0,8,1,73,8,1
2021/8/8,29.7,8,1,26.7,8,1,73,8,1
2021/8/9,26.4,8,1,22.7,8,1,84,8,1
2021/8/10,18.4,8,1,16.7,8,1,87,8,1
2021/8/11,23.4,8,1,17.7,8,1,67,8,1
2021/8/12,23.3,8,1,18.3,8,1,71,8,1
2021/8/13,23.9,8,1,18.7,8,1,67,8,1
2021/8/14,23.0,8,1,19.3,8,1,61,8,1
2021/8/15,23.1,8,1,19.8,8,1,72,8,1
2021/8/16,22.6,8,1,19.6,8,1,71,8,1
2021/8/17,24.2,8,1,19.9,8,1,74,8,1
2021/8/18,18.9,8,1,17.6,8,1,93,8,1
2021/8/19,23.7,8,1,19.9,8,1,84,8,1
2021/8/20,30.3,8,1,22.5,8,1,63,8,1
2021/8/21,28.9,8,1,23.3,8,1,60,8,1
2021/8/22,25.6,8,1,21.1,8,1,73,8,1
2021/8/23,28.0,8,1,22.5,8,1,77,8,1
2021/8/24,26.2,8,1,22.4,8,1,76,8,1
2021/8/25,22.0,8,1,20.6,8,1,91,8,1
2021/8/26,28.4,8,1,23.5,8,1,83,8,1
2021/8/27,26.5,8,1,23.2,8,1,77,8,1
2021/8/28,30.1,8,1,25.5,8,1,63,8,1
2021/8/29,30.3,8,1,25.1,8,1,56,8,1
2021/8/30,30.3,8,1,25.2,8,1,56,8,1
2021/8/31,24.8,8,1,21.6,8,1,59,8,1
2021/9/1,25.5,8,1,20.5,8,1,65,8,1
2021/9/2,24.6,8,1,20.4,8,1,67,8,1
2021/9/3,26.6,8,1,21.0,8,1,69,8,1
2021/9/4,26.3,8,1,20.3,8,1,75,8,1
2021/9/5,25.6,8,1,20.0,8,1,77,8,1
2021/9/6,24.8,8,1,20.0,8,1,71,8,1
2021/9/7,25.6,8,1,19.9,8,1,67,8,1
2021/9/8,19.9,8,1,18.6,8,1,77,8,1
2021/9/9,22.5,8,1,19.3,8,1,89,8,1
2021/9/10,25.6,8,1,21.2,8,1,77,8,1
2021/9/11,26.7,8,1,21.2,8,1,73,8,1
2021/9/12,26.1,8,1,20.4,8,1,78,8,1
2021/9/13,20.6,8,1,17.8,8,1,68,8,1
2021/9/14,21.2,8,1,16.3,8,1,62,8,1
2021/9/15,21.5,8,1,16.5,8,1,61,8,1
2021/9/16,21.6,8,1,16.5,8,1,68,8,1
2021/9/17,21.9,8,1,18.0,8,1,74,8,1
2021/9/18,21.1,8,1,18.7,8,1,79,8,1
2021/9/19,22.9,8,1,19.2,8,1,69,8,1
2021/9/20,21.0,8,1,17.1,8,1,59,8,1
2021/9/21,22.9,8,1,18.7,8,1,74,8,1
2021/9/22,23.6,8,1,20.9,8,1,84,8,1
2021/9/23,26.2,8,1,20.4,8,1,83,8,1
2021/9/24,19.5,8,1,16.1,8,1,69,8,1
2021/9/25,20.3,8,1,15.5,8,1,66,8,1
2021/9/26,21.5,8,1,16.0,8,1,71,8,1
2021/9/27,22.2,8,1,17.0,8,1,72,8,1
2021/9/28,21.3,8,1,17.5,8,1,78,8,1
2021/9/29,21.8,8,1,19.0,8,1,77,8,1
2021/9/30,21.4,8,1,19.3,8,1,92,8,1
2022/5/1,11.2,8,1,8.3,8,1,67,8,1
2022/5/2,13.3,8,1,9.2,8,1,63,8,1
2022/5/3,13.9,8,1,9.6,8,1,62,8,1
2022/5/4,14.6,8,1,9.6,8,1,73,8,1
2022/5/5,18.7,8,1,12.1,8,1,63,8,1
2022/5/6,27.4,8,1,18.9,8,1,44,8,1
2022/5/7,23.7,8,1,15.9,8,1,65,8,1
2022/5/8,15.6,8,1,11.2,8,1,51,8,1
2022/5/9,18.6,8,1,13.9,8,1,33,8,1
2022/5/10,24.8,8,1,16.6,8,1,41,8,1
2022/5/11,27.0,8,1,18.8,8,1,41,8,1
2022/5/12,26.2,8,1,17.4,8,1,67,8,1
2022/5/13,19.7,8,1,15.0,8,1,77,8,1
2022/5/14,22.2,8,1,14.9,8,1,73,8,1
2022/5/15,18.6,8,1,13.1,8,1,58,8,1
2022/5/16,21.6,8,1,14.9,8,1,48,8,1
2022/5/17,24.4,8,1,16.1,8,1,46,8,1
2022/5/18,23.5,8,1,17.5,8,1,50,8,1
2022/5/19,21.3,8,1,16.0,8,1,65,8,1
2022/5/20,21.4,8,1,17.1,8,1,65,8,1
2022/5/21,24.0,8,1,18.6,8,1,54,8,1
2022/5/22,22.7,8,1,18.3,8,1,64,8,1
2022/5/23,21.7,8,1,15.0,8,1,84,8,1
2022/5/24,20.6,8,1,13.6,8,1,84,8,1
2022/5/25,27.0,8,1,20.4,8,1,53,8,1
2022/5/26,27.9,8,1,20.6,8,1,58,8,1
2022/5/27,18.0,8,1,16.5,8,1,87,8,1
2022/5/28,16.8,8,1,14.2,8,1,88,8,1
2022/5/29,14.7,8,1,12.4,8,1,84,8,1
2022/5/30,22.6,8,1,15.6,8,1,64,8,1
2022/5/31,14.5,8,1,11.7,8,1,81,8,1
2022/6/1,15.9,8,1,12.7,8,1,86,8,1
2022/6/2,17.8,8,1,13.7,8,1,78,8,1
2022/6/3,15.2,8,1,12.7,8,1,78,8,1
2022/6/4,15.0,8,1,11.6,8,1,73,8,1
2022/6/5,15.5,8,1,12.2,8,1,66,8,1
2022/6/6,18.8,8,1,14.1,8,1,61,8,1
2022/6/7,19.0,8,1,14.4,8,1,58,8,1
2022/6/8,18.0,8,1,13.6,8,1,69,8,1
2022/6/9,20.9,8,1,14.6,8,1,69,8,1
2022/6/10,21.7,8,1,17.3,8,1,65,8,1
2022/6/11,21.4,8,1,15.7,8,1,82,8,1
2022/6/12,16.4,8,1,13.5,8,1,77,8,1
2022/6/13,19.5,8,1,16.1,8,1,75,8,1
2022/6/14,20.6,5,1,15.5,5,1,76,5,1
2022/6/15,19.6,8,1,15.3,8,1,72,8,1
2022/6/16,20.7,8,1,16.5,8,1,91,8,1
2022/6/17,18.5,8,1,16.1,8,1,93,8,1
2022/6/18,25.7,8,1,20.1,8,1,73,8,1
2022/6/19,24.3,8,1,20.8,8,1,77,8,1
2022/6/20,23.6,8,1,18.1,8,1,79,8,1
2022/6/21,23.0,8,1,18.0,8,1,78,8,1
2022/6/22,25.1,8,1,19.9,8,1,70,8,1
2022/6/23,19.0,8,1,17.0,8,1,83,8,1
2022/6/24,22.1,8,1,18.7,8,1,89,8,1
2022/6/25,30.6,8,1,24.0,8,1,69,8,1
2022/6/26,28.1,8,1,24.0,8,1,67,8,1
2022/6/27,24.1,8,1,20.1,8,1,84,8,1
2022/6/28,22.9,8,1,19.1,8,1,86,8,1
2022/6/29,22.0,8,1,19.3,8,1,94,8,1
2022/6/30,24.5,8,1,19.7,8,1,86,8,1
2022/7/1,24.5,8,1,20.4,8,1,79,8,1
2022/7/2,24.9,8,1,21.5,8,1,81,8,1
2022/7/3,32.0,8,1,25.9,8,1,72,8,1
2022/7/4,31.5,8,1,24.8,8,1,76,8,1
2022/7/5,27.5,8,1,23.6,8,1,84,8,1
2022/7/6,30.8,8,1,24.8,8,1,76,8,1
2022/7/7,30.4,8,1,25.0,8,1,71,8,1
2022/7/8,27.2,8,1,23.2,8,1,72,8,1
2022/7/9,29.8,8,1,24.2,8,1,68,8,1
2022/7/10,30.0,8,1,24.8,8,1,75,8,1
2022/7/11,29.0,8,1,24.3,8,1,78,8,1
2022/7/12,27.8,8,1,24.4,8,1,80,8,1
2022/7/13,27.4,8,1,23.8,8,1,77,8,1
2022/7/14,26.4,8,1,22.9,8,1,72,8,1
2022/7/15,23.5,8,1,21.2,8,1,76,8,1
2022/7/16,21.8,8,1,20.3,8,1,79,8,1
2022/7/17,23.5,8,1,20.3,8,1,88,8,1
2022/7/18,21.4,8,1,19.8,8,1,89,8,1
2022/7/19,28.9,8,1,23.2,8,1,77,8,1
2022/7/20,27.2,8,1,22.9,8,1,84,8,1
2022/7/21,25.8,8,1,21.8,8,1,80,8,1
2022/7/22,26.7,8,1,22.0,8,1,79,8,1
2022/7/23,24.2,8,1,21.2,8,1,87,8,1
2022/7/24,23.5,8,1,20.9,8,1,82,8,1
2022/7/25,23.7,8,1,21.2,8,1,82,8,1
2022/7/26,27.8,8,1,23.2,8,1,77,8,1
2022/7/27,28.9,8,1,24.1,8,1,78,8,1
2022/7/28,26.5,8,1,23.6,8,1,77,8,1
2022/7/29,28.9,8,1,24.3,8,1,77,8,1
2022/7/30,30.8,8,1,25.3,8,1,76,8,1
2022/7/31,32.9,8,1,26.0,8,1,77,8,1
2022/8/1,27.1,8,1,22.8,8,1,86,8,1
2022/8/2,26.6,8,1,22.9,8,1,84,8,1
2022/8/3,26.9,8,1,23.3,8,1,76,8,1
2022/8/4,28.0,8,1,23.1,8,1,69,8,1
2022/8/5,25.8,8,1,21.7,8,1,66,8,1
2022/8/6,25.4,8,1,21.8,8,1,69,8,1
2022/8/7,26.0,8,1,22.7,8,1,77,8,1
2022/8/8,27.8,8,1,24.2,8,1,88,8,1
2022/8/9,30.5,8,1,24.9,8,1,81,8,1
2022/8/10,27.8,8,1,23.9,8,1,76,8,1
2022/8/11,29.4,8,1,23.8,8,1,73,8,1
2022/8/12,29.1,8,1,24.9,8,1,83,8,1
2022/8/13,28.8,8,1,24.8,8,1,76,8,1
2022/8/14,26.1,8,1,23.4,8,1,77,8,1
2022/8/15,28.2,8,1,22.6,8,1,78,8,1
2022/8/16,25.4,8,1,21.6,8,1,95,8,1
2022/8/17,27.0,8,1,23.2,8,1,75,8,1
2022/8/18,22.8,8,1,21.3,8,1,79,8,1
2022/8/19,27.6,8,1,23.4,8,1,75,8,1
2022/8/20,24.9,8,1,21.9,8,1,83,8,1
2022/8/21,29.2,8,1,22.9,8,1,62,8,1
2022/8/22,29.3,8,1,23.1,8,1,62,8,1
2022/8/23,28.6,8,1,24.3,8,1,71,8,1
2022/8/24,25.8,8,1,21.9,8,1,62,8,1
2022/8/25,27.0,8,1,21.7,8,1,63,8,1
2022/8/26,26.4,8,1,22.0,8,1,74,8,1
2022/8/27,25.7,8,1,22.4,8,1,77,8,1
2022/8/28,26.3,8,1,22.4,8,1,63,8,1
2022/8/29,25.1,8,1,21.1,8,1,68,8,1
2022/8/30,24.2,8,1,21.4,8,1,76,8,1
2022/8/31,20.9,8,1,19.3,8,1,91,8,1
2022/9/1,23.8,8,1,20.7,8,1,88,8,1
2022/9/2,23.8,8,1,20.2,8,1,66,8,1
2022/9/3,23.9,8,1,18.8,8,1,69,8,1
2022/9/4,26.1,8,1,20.5,8,1,72,8,1
2022/9/5,22.1,8,1,20.9,8,1,81,8,1
2022/9/6,24.5,8,1,22.6,8,1,86,8,1
2022/9/7,28.5,8,1,24.4,8,1,57,8,1
2022/9/8,26.1,8,1,21.3,8,1,60,8,1
2022/9/9,30.0,8,1,21.7,8,1,64,8,1
2022/9/10,25.0,8,1,20.1,8,1,50,8,1
2022/9/11,26.0,8,1,20.0,8,1,66,8,1
2022/9/12,26.1,8,1,21.8,8,1,74,8,1
2022/9/13,27.5,8,1,23.2,8,1,75,8,1
2022/9/14,20.2,8,1,17.6,8,1,65,8,1
2022/9/15,25.8,8,1,18.5,8,1,64,8,1
2022/9/16,23.2,8,1,19.7,8,1,73,8,1
2022/9/17,25.7,8,1,22.4,8,1,78,8,1
2022/9/18,23.5,8,1,22.4,8,1,88,8,1
2022/9/19,24.8,8,1,19.8,8,1,90,8,1
2022/9/20,16.6,8,1,14.7,8,1,63,8,1
2022/9/21,18.7,8,1,14.7,8,1,57,8,1
2022/9/22,21.8,8,1,16.1,8,1,67,8,1
2022/9/23,20.3,8,1,18.2,8,1,91,8,1
2022/9/24,22.2,8,1,20.1,8,1,79,8,1
2022/9/25,23.4,8,1,19.0,8,1,69,8,1
2022/9/26,24.2,8,1,18.7,8,1,65,8,1
2022/9/27,24.8,8,1,17.9,8,1,69,8,1
2022/9/28,25.8,8,1,18.7,8,1,62,8,1
2022/9/29,22.7,8,1,17.7,8,1,80,8,1
2022/9/30,25.8,8,1,20.1,8,1,76,8,1
